,0,1,2,3,4,5,6,7,8,9
0,0.9975079109396916,0.0,0.0,0.0,0.00034164673727365904,0.0001650709805216243,0.0,0.001981906477350426,0.0,0.0
1,0.0,0.9471121782046152,0.02316642599903733,0.0,0.006597184043752128,0.0,0.011488849719416524,0.0,0.010831004813779917,0.0006684491978609625
2,0.0,0.010404161664665866,0.9470257881031524,0.0,0.0055884756652022066,0.0001650709805216243,0.02432164223476075,0.0006630802327081577,0.010831004813779917,0.00116711941062692
3,0.00033211557622052476,0.0005102040816326531,0.0006666693333440001,0.9945422583929286,0.0013665869490946361,0.0001650709805216243,0.00016561775422325274,0.0003297065611605671,0.0016666674074077366,0.00033422459893048126
4,0.0006666756297501334,0.008880218754168334,0.008999369330810657,0.0,0.9740580283592363,0.0,0.005828289334716648,0.00016852039096730705,0.001332889481284214,0.0
5,0.013810907902206241,0.011868080565559557,0.03816248598327727,0.010810296901010066,0.005401420463294322,0.8937204576560988,0.011147058232002417,0.0008279335132884413,0.014329339701928758,0.00016622340425531914
6,0.0,0.0189108976924103,0.07896964921193018,0.0,0.0028715336002839904,0.0,0.8872940903518464,0.0,0.011833227481434436,0.00033422459893048126
7,0.00016605778811026238,0.0,0.0006666693333440001,0.0,0.00017082336863682952,0.0,0.0003312355084465055,0.9983404658630362,0.00016655562958027982,0.00016622340425531914
8,0.00016605778811026238,0.013928904895291451,0.010497041988167952,0.0,0.0005043541892749607,0.0,0.014147178570162648,0.00016485328058028355,0.9606730936324861,0.0
9,0.0,0.0031512605042016808,0.012500383334866673,0.0,0.006068482104570585,0.0001650709805216243,0.0006688046042735713,0.0006667473430951813,0.0006666669629630947,0.9761624971555354
