,0,1,2,3,4,5,6,7,8,9
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.9988434736520087,0.0005009031368003356,0.0,0.0,0.0,0.0006619201641597571,0.0,0.0,0.0
2,0.0,0.0,0.9993315365414839,0.0,0.0,0.0,0.0006619201641597571,0.0,0.0,0.0
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.00032637075718015666,0.00033334281508451793,0.0,0.9993363866363469,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.001169366595316489,0.00016355904481517829,0.0,0.9984991624976736,0.000164257555847569,0.0,0.0,0.0
6,0.0,0.00032637075718015666,0.0010053619302949062,0.0,0.0,0.0,0.9986859395532195,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.001154692831702464,0.0,0.9988280085456761,0.0
9,0.0,0.00016318537859007833,0.0001675603217158177,0.0,0.0,0.0,0.0,0.0,0.0,0.9996649916247906
