,0,1,2,3,4,5,6,7,8,9
0,0.9988345920805599,0.0,0.0,0.0,0.00016420361247947455,0.0,0.0,0.0008355159801529811,0.00016404199475065617,0.0
1,0.0,0.9462094913484531,0.010656785075389728,0.0,0.0018262442382869478,0.0,0.029672860202389448,0.00016874789065136686,0.010394661033224506,0.0009985743065619788
2,0.0,0.008022970779464315,0.9521966910743452,0.0004893964110929853,0.001492835888074817,0.0010000071111616795,0.028840913446981795,0.0008396277167049077,0.006028209888398096,0.0011645218671328384
3,0.00016801075268817206,0.00151301640831874,0.0009977888643207147,0.9950482309750966,0.00033840947546531303,0.0,0.000333889816360601,0.0004980201988502473,0.0011803021573522823,0.0
4,0.0,0.005180126795342237,0.003499483327592529,0.0,0.9817175531161177,0.0,0.008669468526301462,0.000502131935402174,0.0005081300813008131,0.0
5,0.013134173920464242,0.006008060308630677,0.012828475871954133,0.007605236902879408,0.0011544264126095037,0.944961386392081,0.009337248159022664,0.0023460235229114295,0.0025139769114226576,0.0
6,0.0,0.013360616634612788,0.022825253613929043,0.0001631321370309951,0.00016420361247947455,0.00033422459893048126,0.959655443487343,0.00016463615409944023,0.0031861489874741265,0.00016739203213927018
7,0.000496031746031746,0.00016485328058028355,0.00016722408026755852,0.001326733938988025,0.0,0.0,0.000333889816360601,0.9969913201241389,0.0004974606832682501,0.0
8,0.00016534391534391533,0.004187340001473512,0.00499449993888821,0.0,0.0006568144499178982,0.0004995591079758789,0.02183700510279195,0.00016463615409944023,0.9672236092439664,0.00016739203213927018
9,0.0,0.0035095913272172596,0.004160601784464271,0.0,0.0026522634259375025,0.0005004480031858004,0.0016683379676054656,0.0,0.0011696327593197192,0.9863114096253586
